StockCode,Description,desc_stockcode
23060,1,Unduplicated
23061,2,Duplicated
23064,2,Duplicated
23065,2,Duplicated
23066,2,Duplicated
23067,1,Unduplicated
23068,2,Duplicated
23069,1,Unduplicated
23070,1,Unduplicated
23071,3,Duplicated
23072,2,Duplicated
23073,1,Unduplicated
23074,1,Unduplicated
23075,2,Duplicated
23076,1,Unduplicated
23077,1,Unduplicated
23078,1,Unduplicated
23079,2,Duplicated
23080,1,Unduplicated
23081,2,Duplicated
23082,1,Unduplicated
23083,1,Unduplicated
23084,7,Duplicated
23085,1,Unduplicated
23086,2,Duplicated
23087,1,Unduplicated
23088,1,Unduplicated
23089,1,Unduplicated
23090,2,Duplicated
23091,3,Duplicated
23092,1,Unduplicated
23093,1,Unduplicated
23094,1,Unduplicated
23096,1,Unduplicated
23099,1,Unduplicated
23100,1,Unduplicated
23101,1,Unduplicated
23102,1,Unduplicated
23103,2,Duplicated
23104,2,Duplicated
23106,2,Duplicated
23107,2,Duplicated
23108,1,Unduplicated
23109,2,Duplicated
23110,1,Unduplicated
23111,1,Unduplicated
23112,1,Unduplicated
23113,2,Duplicated
23114,2,Duplicated
23115,2,Duplicated
23116,2,Duplicated
23117,2,Duplicated
23118,4,Duplicated
23119,1,Unduplicated
23120,1,Unduplicated
23121,1,Unduplicated
23122,1,Unduplicated
23123,1,Unduplicated
23124,1,Unduplicated
23125,1,Unduplicated
23126,3,Duplicated
23127,2,Duplicated
23128,2,Duplicated
23129,1,Unduplicated
23130,2,Duplicated
23131,5,Duplicated
23132,1,Unduplicated
23133,1,Unduplicated
23134,1,Unduplicated
23135,2,Duplicated
23136,1,Unduplicated
23137,1,Unduplicated
23138,1,Unduplicated
23139,1,Unduplicated
23140,1,Unduplicated
23141,1,Unduplicated
23142,1,Unduplicated
23143,1,Unduplicated
23144,1,Unduplicated
23145,2,Duplicated
23146,1,Unduplicated
23147,1,Unduplicated
23148,2,Duplicated
23149,1,Unduplicated
23150,1,Unduplicated
23151,1,Unduplicated
23152,1,Unduplicated
23153,1,Unduplicated
23154,1,Unduplicated
23155,2,Duplicated
23156,1,Unduplicated
23157,2,Duplicated
23158,1,Unduplicated
23159,1,Unduplicated
23160,1,Unduplicated
23161,1,Unduplicated
23162,1,Unduplicated
23163,1,Unduplicated
23164,1,Unduplicated
23165,1,Unduplicated
23166,1,Unduplicated
23167,1,Unduplicated
23168,2,Duplicated
23169,3,Duplicated
23170,1,Unduplicated
23171,1,Unduplicated
23172,1,Unduplicated
23173,1,Unduplicated
23174,1,Unduplicated
23175,1,Unduplicated
23176,1,Unduplicated
23177,1,Unduplicated
23178,1,Unduplicated
23179,1,Unduplicated
23180,1,Unduplicated
23181,1,Unduplicated
23182,1,Unduplicated
23183,1,Unduplicated
23184,1,Unduplicated
23185,1,Unduplicated
23186,1,Unduplicated
23187,2,Duplicated
23188,2,Duplicated
23189,1,Unduplicated
23190,1,Unduplicated
23191,2,Duplicated
23192,1,Unduplicated
23193,1,Unduplicated
23194,2,Duplicated
23196,4,Duplicated
23197,2,Duplicated
23198,1,Unduplicated
23199,1,Unduplicated
23200,2,Duplicated
23201,1,Unduplicated
23202,2,Duplicated
23203,4,Duplicated
23204,1,Unduplicated
23205,2,Duplicated
23206,1,Unduplicated
23207,1,Unduplicated
23208,1,Unduplicated
23209,4,Duplicated
23210,1,Unduplicated
23211,1,Unduplicated
23212,2,Duplicated
23213,1,Unduplicated
23214,2,Duplicated
23215,1,Unduplicated
23216,1,Unduplicated
23217,1,Unduplicated
23218,1,Unduplicated
23219,1,Unduplicated
23220,1,Unduplicated
23221,1,Unduplicated
23222,1,Unduplicated
23223,1,Unduplicated
23224,1,Unduplicated
23225,1,Unduplicated
23226,1,Unduplicated
23227,1,Unduplicated
23228,1,Unduplicated
23229,2,Duplicated
23230,1,Unduplicated
23231,3,Duplicated
23232,2,Duplicated
23233,1,Unduplicated
23234,1,Unduplicated
23235,2,Duplicated
23236,4,Duplicated
23237,2,Duplicated
23238,1,Unduplicated
23239,1,Unduplicated
23240,3,Duplicated
23241,1,Unduplicated
23242,1,Unduplicated
23243,1,Unduplicated
23244,3,Duplicated
23245,1,Unduplicated
23247,1,Unduplicated
23249,2,Duplicated
23250,2,Duplicated
23251,2,Duplicated
23252,2,Duplicated
23253,2,Duplicated
23254,2,Duplicated
23255,1,Unduplicated
23256,2,Duplicated
23263,1,Unduplicated
23264,1,Unduplicated
23265,1,Unduplicated
23266,1,Unduplicated
23267,1,Unduplicated
23268,3,Duplicated
23269,2,Duplicated
23270,2,Duplicated
23271,2,Duplicated
23272,1,Unduplicated
23273,1,Unduplicated
23274,1,Unduplicated
23275,1,Unduplicated
23280,2,Duplicated
23281,2,Duplicated
23282,2,Duplicated
23283,2,Duplicated
23284,1,Unduplicated
23285,1,Unduplicated
23286,1,Unduplicated
23287,1,Unduplicated
23288,2,Duplicated
23289,1,Unduplicated
23290,1,Unduplicated
23291,1,Unduplicated
23292,2,Duplicated
23293,1,Unduplicated
23294,1,Unduplicated
23295,1,Unduplicated
23296,1,Unduplicated
23297,1,Unduplicated
23298,2,Duplicated
23299,2,Duplicated
23300,1,Unduplicated
23301,1,Unduplicated
23302,1,Unduplicated
23303,1,Unduplicated
23304,1,Unduplicated
23305,1,Unduplicated
23306,2,Duplicated
23307,1,Unduplicated
23308,1,Unduplicated
23309,1,Unduplicated
23310,1,Unduplicated
23311,1,Unduplicated
23312,1,Unduplicated
23313,1,Unduplicated
23314,1,Unduplicated
23315,1,Unduplicated
23316,1,Unduplicated
23317,1,Unduplicated
23318,1,Unduplicated
23319,1,Unduplicated
23320,1,Unduplicated
23321,1,Unduplicated
23322,2,Duplicated
23323,1,Unduplicated
23324,2,Duplicated
23325,2,Duplicated
23326,1,Unduplicated
23327,1,Unduplicated
23328,1,Unduplicated
23329,1,Unduplicated
23330,1,Unduplicated
23331,1,Unduplicated
23332,1,Unduplicated
23333,1,Unduplicated
23334,1,Unduplicated
23335,1,Unduplicated
23336,1,Unduplicated
23337,1,Unduplicated
23338,1,Unduplicated
23339,1,Unduplicated
23340,1,Unduplicated
23341,1,Unduplicated
23342,2,Duplicated
23343,5,Duplicated
23344,1,Unduplicated
23345,1,Unduplicated
23346,1,Unduplicated
23347,1,Unduplicated
23348,3,Duplicated
23349,1,Unduplicated
23350,1,Unduplicated
23351,1,Unduplicated
23352,1,Unduplicated
23353,1,Unduplicated
23354,1,Unduplicated
23355,1,Unduplicated
23356,1,Unduplicated
23357,1,Unduplicated
23358,1,Unduplicated
23359,2,Duplicated
23360,2,Duplicated
23365,1,Unduplicated
23366,3,Duplicated
23367,1,Unduplicated
23368,1,Unduplicated
23369,1,Unduplicated
23370,3,Duplicated
23371,1,Unduplicated
23372,1,Unduplicated
23373,1,Unduplicated
23374,1,Unduplicated
23375,1,Unduplicated
23376,1,Unduplicated
23377,1,Unduplicated
23378,1,Unduplicated
23379,1,Unduplicated
23380,2,Duplicated
23381,1,Unduplicated
23382,1,Unduplicated
23388,2,Duplicated
23389,2,Duplicated
23390,2,Duplicated
23391,2,Duplicated
23392,1,Unduplicated
23393,1,Unduplicated
23394,1,Unduplicated
23395,2,Duplicated
23396,3,Duplicated
23397,2,Duplicated
23398,1,Unduplicated
23399,1,Unduplicated
23400,2,Duplicated
23401,1,Unduplicated
23402,2,Duplicated
23403,1,Unduplicated
23404,2,Duplicated
23405,1,Unduplicated
23406,2,Duplicated
23407,1,Unduplicated
23408,1,Unduplicated
23409,1,Unduplicated
23410,1,Unduplicated
23411,1,Unduplicated
23412,2,Duplicated
23413,3,Duplicated
23414,1,Unduplicated
23415,1,Unduplicated
23416,1,Unduplicated
23417,1,Unduplicated
23418,1,Unduplicated
23419,1,Unduplicated
23420,1,Unduplicated
23421,1,Unduplicated
23422,1,Unduplicated
23423,1,Unduplicated
23424,1,Unduplicated
23425,1,Unduplicated
23426,1,Unduplicated
23427,2,Duplicated
23428,1,Unduplicated
23429,1,Unduplicated
23430,1,Unduplicated
23431,1,Unduplicated
23432,1,Unduplicated
23433,1,Unduplicated
23434,1,Unduplicated
23435,1,Unduplicated
23436,2,Duplicated
23437,2,Duplicated
23438,2,Duplicated
23439,1,Unduplicated
23440,1,Unduplicated
23441,1,Unduplicated
23442,1,Unduplicated
23444,1,Unduplicated
23445,1,Unduplicated
23446,1,Unduplicated
23447,1,Unduplicated
23448,1,Unduplicated
23449,1,Unduplicated
23451,1,Unduplicated
23452,1,Unduplicated
23453,1,Unduplicated
23454,2,Duplicated
23455,2,Duplicated
23456,2,Duplicated
23457,2,Duplicated
23458,1,Unduplicated
23459,1,Unduplicated
23460,1,Unduplicated
23461,1,Unduplicated
23462,3,Duplicated
23463,1,Unduplicated
23464,1,Unduplicated
23465,2,Duplicated
23466,2,Duplicated
23467,1,Unduplicated
23468,1,Unduplicated
23469,1,Unduplicated
23470,1,Unduplicated
23471,1,Unduplicated
23472,1,Unduplicated
23473,1,Unduplicated
23474,1,Unduplicated
23475,1,Unduplicated
23476,1,Unduplicated
23477,1,Unduplicated
23478,1,Unduplicated
23479,1,Unduplicated
23480,1,Unduplicated
23481,1,Unduplicated
23482,1,Unduplicated
23483,1,Unduplicated
23484,2,Duplicated
23485,1,Unduplicated
23486,1,Unduplicated
23487,1,Unduplicated
23489,2,Duplicated
23490,1,Unduplicated
23491,1,Unduplicated
23492,1,Unduplicated
23493,1,Unduplicated
23494,1,Unduplicated
23495,1,Unduplicated
23496,1,Unduplicated
23497,2,Duplicated
23498,1,Unduplicated
23499,1,Unduplicated
23500,1,Unduplicated
23501,1,Unduplicated
23502,2,Duplicated
23503,1,Unduplicated
23504,1,Unduplicated
23505,1,Unduplicated
23506,1,Unduplicated
23507,1,Unduplicated
23508,1,Unduplicated
23509,1,Unduplicated
23510,1,Unduplicated
23511,1,Unduplicated
23512,1,Unduplicated
23513,1,Unduplicated
23514,1,Unduplicated
23515,1,Unduplicated
23516,1,Unduplicated
23517,1,Unduplicated
23518,1,Unduplicated
23519,1,Unduplicated
23520,1,Unduplicated
23521,2,Duplicated
23522,2,Duplicated
23523,2,Duplicated
23524,2,Duplicated
23525,2,Duplicated
23526,2,Duplicated
23527,2,Duplicated
23528,2,Duplicated
23529,2,Duplicated
23530,2,Duplicated
23531,1,Unduplicated
23532,1,Unduplicated
23533,1,Unduplicated
23534,2,Duplicated
23535,3,Duplicated
23536,2,Duplicated
23537,2,Duplicated
23538,1,Unduplicated
23539,2,Duplicated
23540,2,Duplicated
23541,2,Duplicated
23542,2,Duplicated
23543,2,Duplicated
23544,1,Unduplicated
23545,2,Duplicated
23546,1,Unduplicated
23547,1,Unduplicated
23548,1,Unduplicated
23549,1,Unduplicated
23550,1,Unduplicated
23551,1,Unduplicated
23552,1,Unduplicated
23553,1,Unduplicated
23554,1,Unduplicated
23555,1,Unduplicated
23556,1,Unduplicated
23557,1,Unduplicated
23558,1,Unduplicated
23559,1,Unduplicated
23560,1,Unduplicated
23561,1,Unduplicated
23562,1,Unduplicated
23564,1,Unduplicated
23565,1,Unduplicated
23566,1,Unduplicated
23567,1,Unduplicated
23568,1,Unduplicated
23569,1,Unduplicated
23570,1,Unduplicated
23571,1,Unduplicated
23574,1,Unduplicated
23575,1,Unduplicated
23576,1,Unduplicated
23578,1,Unduplicated
23579,2,Duplicated
23580,1,Unduplicated
23581,1,Unduplicated
23582,1,Unduplicated
23583,1,Unduplicated
23595,2,Duplicated
23597,1,Unduplicated
23598,1,Unduplicated
23601,1,Unduplicated
23602,1,Unduplicated
23603,1,Unduplicated
23604,1,Unduplicated
23605,1,Unduplicated
23607,1,Unduplicated
23608,1,Unduplicated
23609,1,Unduplicated
23610,1,Unduplicated
23611,1,Unduplicated
23612,1,Unduplicated
23613,1,Unduplicated
23614,1,Unduplicated
23615,1,Unduplicated
23616,1,Unduplicated
23617,1,Unduplicated
23619,1,Unduplicated
23620,1,Unduplicated
23621,1,Unduplicated
23623,1,Unduplicated
23624,1,Unduplicated
23625,1,Unduplicated
23626,1,Unduplicated
23627,1,Unduplicated
23628,1,Unduplicated
23629,1,Unduplicated
23630,1,Unduplicated
23632,1,Unduplicated
23633,1,Unduplicated
23634,1,Unduplicated
23635,1,Unduplicated
23636,1,Unduplicated
23637,1,Unduplicated
23638,1,Unduplicated
23639,1,Unduplicated
23640,1,Unduplicated
23643,1,Unduplicated
23644,1,Unduplicated
23645,1,Unduplicated
23646,1,Unduplicated
23649,1,Unduplicated
23650,1,Unduplicated
23652,1,Unduplicated
23654,1,Unduplicated
23660,1,Unduplicated
23661,1,Unduplicated
23664,1,Unduplicated
23681,1,Unduplicated
23691,2,Duplicated
23692,1,Unduplicated
23694,1,Unduplicated
23695,1,Unduplicated
23697,1,Unduplicated
23702,1,Unduplicated
23843,1,Unduplicated
30086C,1,Unduplicated
35001B,1,Unduplicated
35001C,1,Unduplicated
35001G,2,Duplicated
35001P,1,Unduplicated
35001W,3,Duplicated
35004B,2,Duplicated
35004C,1,Unduplicated
35004G,1,Unduplicated
35004P,1,Unduplicated
35004S,1,Unduplicated
35004c,1,Unduplicated
35004p,1,Unduplicated
35004s,1,Unduplicated
35015,2,Duplicated
35051B,1,Unduplicated
35071,1,Unduplicated
35085E,1,Unduplicated
35095A,1,Unduplicated
35095B,1,Unduplicated
35096A,1,Unduplicated
35096B,1,Unduplicated
35160,1,Unduplicated
35232,0,Unduplicated
35233,1,Unduplicated
35240,1,Unduplicated
35241,2,Duplicated
35265,1,Unduplicated
35271S,1,Unduplicated
35400,2,Duplicated
35442,0,Unduplicated
35443,1,Unduplicated
35471A,1,Unduplicated
35471B,0,Unduplicated
35471D,1,Unduplicated
35473,0,Unduplicated
35537,1,Unduplicated
35591G,0,Unduplicated
35591T,1,Unduplicated
35592T,0,Unduplicated
35594,1,Unduplicated
35596,1,Unduplicated
35597A,1,Unduplicated
35597B,1,Unduplicated
35597D,1,Unduplicated
35598A,1,Unduplicated
35598B,1,Unduplicated
35598C,2,Duplicated
35598D,1,Unduplicated
35599B,1,Unduplicated
35599D,1,Unduplicated
35600A,1,Unduplicated
35600D,2,Duplicated
35603B,1,Unduplicated
35603C,2,Duplicated
35604B,0,Unduplicated
35605A,1,Unduplicated
35607A,1,Unduplicated
35607B,3,Duplicated
35608A,0,Unduplicated
35608C,0,Unduplicated
35609A,1,Unduplicated
35610A,2,Duplicated
35610B,2,Duplicated
35610C,2,Duplicated
35611B,3,Duplicated
35630B,0,Unduplicated
35631A,0,Unduplicated
35631B,1,Unduplicated
35632A,0,Unduplicated
35633B,1,Unduplicated
35637A,1,Unduplicated
35637C,1,Unduplicated
35638A,1,Unduplicated
35638B,1,Unduplicated
35643,1,Unduplicated
35644,1,Unduplicated
35645,1,Unduplicated
35646,1,Unduplicated
35647,1,Unduplicated
35648,2,Duplicated
35649,1,Unduplicated
35650,1,Unduplicated
35651,1,Unduplicated
35652,1,Unduplicated
35653,1,Unduplicated
35654,1,Unduplicated
35751A,0,Unduplicated
35751C,1,Unduplicated
35751D,1,Unduplicated
35763,0,Unduplicated
35793,1,Unduplicated
35794,0,Unduplicated
35809A,1,Unduplicated
35809B,1,Unduplicated
35809a,1,Unduplicated
35810A,2,Duplicated
35810B,1,Unduplicated
35811A,1,Unduplicated
35813A,0,Unduplicated
35815B,1,Unduplicated
35815P,1,Unduplicated
35816B,2,Duplicated
35816P,1,Unduplicated
35817B,1,Unduplicated
35817P,3,Duplicated
35818B,2,Duplicated
35818C,1,Unduplicated
35818P,1,Unduplicated
35819B,2,Duplicated
35819P,1,Unduplicated
35821B,2,Duplicated
35821P,1,Unduplicated
35822B,1,Unduplicated
35822P,1,Unduplicated
35823P,1,Unduplicated
35824B,1,Unduplicated
35824C,2,Duplicated
35824P,2,Duplicated
35832,1,Unduplicated
35833G,2,Duplicated
35833P,2,Duplicated
35837,1,Unduplicated
35838A,1,Unduplicated
35838B,2,Duplicated
35839,0,Unduplicated
35840,1,Unduplicated
35900,0,Unduplicated
35908C,0,Unduplicated
35909A,1,Unduplicated
35909B,1,Unduplicated
35910A,1,Unduplicated
35910B,1,Unduplicated
35911A,1,Unduplicated
35911B,1,Unduplicated
35912B,1,Unduplicated
35913B,1,Unduplicated
35914,1,Unduplicated
35915A,1,Unduplicated
35915B,1,Unduplicated
35915C,2,Duplicated
35916A,1,Unduplicated
35916B,2,Duplicated
35916C,1,Unduplicated
35918B,1,Unduplicated
35920,1,Unduplicated
35921,1,Unduplicated
35922,1,Unduplicated
35923,2,Duplicated
35924,1,Unduplicated
35925,0,Unduplicated
35926,0,Unduplicated
35930,1,Unduplicated
35931,1,Unduplicated
35932,1,Unduplicated
35933,1,Unduplicated
35935,0,Unduplicated
35936,1,Unduplicated
35937,1,Unduplicated
35940,0,Unduplicated
35941,0,Unduplicated
35945,1,Unduplicated
35948,0,Unduplicated
35949,0,Unduplicated
35950,1,Unduplicated
35951,1,Unduplicated
35953,1,Unduplicated
35954,3,Duplicated
35955,2,Duplicated
35956,1,Unduplicated
35957,1,Unduplicated
35958,1,Unduplicated
35960,0,Unduplicated
35961,1,Unduplicated
35962,2,Duplicated
35963,2,Duplicated
35964,1,Unduplicated
35965,4,Duplicated
35966,1,Unduplicated
35967,1,Unduplicated
35968,3,Duplicated
35969,1,Unduplicated
35970,1,Unduplicated
35971,1,Unduplicated
35972,2,Duplicated
35973,1,Unduplicated
35974,1,Unduplicated
35975A,0,Unduplicated
35975B,0,Unduplicated
35976B,1,Unduplicated
35977B,0,Unduplicated
35978,1,Unduplicated
35979,1,Unduplicated
35980A,0,Unduplicated
35980B,1,Unduplicated
35980C,2,Duplicated
35981C,1,Unduplicated
35983,0,Unduplicated
35990,0,Unduplicated
35991,1,Unduplicated
35992,0,Unduplicated
35993,0,Unduplicated
35994,0,Unduplicated
35995,1,Unduplicated
35999,1,Unduplicated
37112,1,Unduplicated
37326,1,Unduplicated
37327,4,Duplicated
37330,2,Duplicated
37333,1,Unduplicated
37340,2,Duplicated
37342,2,Duplicated
37343,3,Duplicated
37345,1,Unduplicated
37348,1,Unduplicated
37350,0,Unduplicated
37351,1,Unduplicated
37352,1,Unduplicated
37353,0,Unduplicated
37365Y,0,Unduplicated
37370,3,Duplicated
37379A,1,Unduplicated
37379B,1,Unduplicated
37399,1,Unduplicated
37408,1,Unduplicated
37409,1,Unduplicated
37410,2,Duplicated
37413,1,Unduplicated
37422,1,Unduplicated
37423,1,Unduplicated
37424,1,Unduplicated
37432,1,Unduplicated
37438,1,Unduplicated
37441,1,Unduplicated
37444A,1,Unduplicated
37444B,1,Unduplicated
37444C,1,Unduplicated
37445A,0,Unduplicated
37445C,0,Unduplicated
37445D,0,Unduplicated
37446,1,Unduplicated
37447,1,Unduplicated
37448,2,Duplicated
37449,1,Unduplicated
37450,2,Duplicated
37451,1,Unduplicated
37452A,0,Unduplicated
37452B,0,Unduplicated
37461,1,Unduplicated
37462B,1,Unduplicated
37462E,1,Unduplicated
37464,1,Unduplicated
37467,1,Unduplicated
37468,1,Unduplicated
37471,3,Duplicated
37474,1,Unduplicated
37475,1,Unduplicated
37476,1,Unduplicated
37477B,1,Unduplicated
37477C,1,Unduplicated
37477D,0,Unduplicated
37479B,3,Duplicated
37479P,4,Duplicated
37481,1,Unduplicated
37482B,1,Unduplicated
37482P,3,Duplicated
37482b,1,Unduplicated
37482p,1,Unduplicated
37483,1,Unduplicated
37484,1,Unduplicated
37485,1,Unduplicated
37487B,2,Duplicated
37488A,2,Duplicated
37489A,1,Unduplicated
37489B,1,Unduplicated
37489C,1,Unduplicated
37489D,1,Unduplicated
37490C,0,Unduplicated
37490D,0,Unduplicated
37491A,1,Unduplicated
37491B,1,Unduplicated
37491C,1,Unduplicated
37491D,1,Unduplicated
37492A,1,Unduplicated
37492B,1,Unduplicated
37492C,1,Unduplicated
37492D,1,Unduplicated
37493B,0,Unduplicated
37493C,0,Unduplicated
37493D,0,Unduplicated
37494A,1,Unduplicated
37494a,1,Unduplicated
37495,1,Unduplicated
37500,1,Unduplicated
37501,1,Unduplicated
37502,1,Unduplicated
37503,2,Duplicated
37504,0,Unduplicated
37506,1,Unduplicated
37508,1,Unduplicated
37509,1,Unduplicated
40001,3,Duplicated
40002,1,Unduplicated
40003,2,Duplicated
40005B,1,Unduplicated
40016,3,Duplicated
40018E,1,Unduplicated
40018F,1,Unduplicated
40046A,1,Unduplicated
40046C,1,Unduplicated
44089A,1,Unduplicated
44089C,1,Unduplicated
44091A,1,Unduplicated
44091C,1,Unduplicated
44092B,1,Unduplicated
44092C,1,Unduplicated
44217M,1,Unduplicated
44228,1,Unduplicated
44230,1,Unduplicated
44234,1,Unduplicated
44235,2,Duplicated
44236,1,Unduplicated
44241C,1,Unduplicated
44242A,1,Unduplicated
44242B,1,Unduplicated
44242C,0,Unduplicated
44265,1,Unduplicated
44266F,0,Unduplicated
44276,0,Unduplicated
45007B,0,Unduplicated
45008C,2,Duplicated
45008L,0,Unduplicated
45013,1,Unduplicated
45014,1,Unduplicated
45016,2,Duplicated
46000M,3,Duplicated
46000P,1,Unduplicated
46000R,3,Duplicated
46000S,4,Duplicated
46000U,3,Duplicated
46037A,1,Unduplicated
46115B,1,Unduplicated
46118,1,Unduplicated
46126A,1,Unduplicated
46137D,1,Unduplicated
46138B,1,Unduplicated
46138D,1,Unduplicated
46307,1,Unduplicated
46775A,1,Unduplicated
46775B,1,Unduplicated
46775D,1,Unduplicated
46775E,1,Unduplicated
46776A,1,Unduplicated
46776B,1,Unduplicated
46776C,1,Unduplicated
46776D,1,Unduplicated
46776E,1,Unduplicated
46776F,1,Unduplicated
46776a,1,Unduplicated
46776b,1,Unduplicated
46776e,1,Unduplicated
46776f,1,Unduplicated
47009,0,Unduplicated
47013A,2,Duplicated
47013C,1,Unduplicated
47016,1,Unduplicated
47021G,1,Unduplicated
47284V,0,Unduplicated
47285B,0,Unduplicated
47310M,2,Duplicated
47340A,0,Unduplicated
47340B,0,Unduplicated
47341A,1,Unduplicated
47341B,1,Unduplicated
47343A,1,Unduplicated
47344B,1,Unduplicated
47347A,0,Unduplicated
47347B,1,Unduplicated
47348A,1,Unduplicated
47351B,1,Unduplicated
47361,0,Unduplicated
47367B,1,Unduplicated
47369A,1,Unduplicated
47369B,1,Unduplicated
47420,2,Duplicated
47421,1,Unduplicated
47422,1,Unduplicated
47469,1,Unduplicated
47471,1,Unduplicated
47480,1,Unduplicated
47481,1,Unduplicated
47502,1,Unduplicated
47503A,2,Duplicated
47503E,1,Unduplicated
47503F,1,Unduplicated
47503G,1,Unduplicated
47503H,3,Duplicated
47503J,1,Unduplicated
47503J ,1,Unduplicated
47503K,1,Unduplicated
47504E,1,Unduplicated
47504F,1,Unduplicated
47504G,1,Unduplicated
47504H,1,Unduplicated
47504J,1,Unduplicated
47504K,1,Unduplicated
47505,2,Duplicated
47518F,1,Unduplicated
47518f,1,Unduplicated
47552A,1,Unduplicated
47554,1,Unduplicated
47556,1,Unduplicated
47556B,2,Duplicated
47556b,1,Unduplicated
47559,0,Unduplicated
47559B,1,Unduplicated
47559b,1,Unduplicated
47562,1,Unduplicated
47563A,1,Unduplicated
47563B,1,Unduplicated
47565,0,Unduplicated
47566,2,Duplicated
47566B,6,Duplicated
47566b,1,Unduplicated
47567,1,Unduplicated
47567B,2,Duplicated
47567b,1,Unduplicated
47568,2,Duplicated
47569,1,Unduplicated
47570,1,Unduplicated
47570B,1,Unduplicated
47570b,1,Unduplicated
47574A,2,Duplicated
47574B,1,Unduplicated
47578A,1,Unduplicated
47579,1,Unduplicated
47580,1,Unduplicated
47581A,0,Unduplicated
47581B,1,Unduplicated
47583A,1,Unduplicated
47583B,1,Unduplicated
47585A,1,Unduplicated
47586A,1,Unduplicated
47587A,2,Duplicated
47589,1,Unduplicated
47590A,1,Unduplicated
47590B,2,Duplicated
47590a,1,Unduplicated
47590b,1,Unduplicated
47591A,2,Duplicated
47591B,3,Duplicated
47591C,3,Duplicated
47591D,2,Duplicated
47591b,1,Unduplicated
47591c,1,Unduplicated
47591d,1,Unduplicated
47592A,2,Duplicated
47592B,2,Duplicated
47593A,3,Duplicated
47593B,2,Duplicated
47593a,1,Unduplicated
47593b,1,Unduplicated
47594A,1,Unduplicated
47594B,1,Unduplicated
47594a,1,Unduplicated
47595B,0,Unduplicated
47597,1,Unduplicated
47598,1,Unduplicated
47599A,1,Unduplicated
47599B,1,Unduplicated
48103,2,Duplicated
48111,2,Duplicated
48116,2,Duplicated
48129,2,Duplicated
48138,2,Duplicated
48169,0,Unduplicated
48172,0,Unduplicated
48173A,1,Unduplicated
48173C,4,Duplicated
48173c,2,Duplicated
48175,1,Unduplicated
48179,1,Unduplicated
48184,2,Duplicated
48185,3,Duplicated
48187,2,Duplicated
48188,3,Duplicated
48189,4,Duplicated
48194,2,Duplicated
48195,2,Duplicated
48197,2,Duplicated
49031B,1,Unduplicated
51008,2,Duplicated
51012C,1,Unduplicated
51012L,1,Unduplicated
51014A,1,Unduplicated
51014C,1,Unduplicated
51014L,1,Unduplicated
51014c,1,Unduplicated
51020A,2,Duplicated
51020B,2,Duplicated
62018,1,Unduplicated
62043B,1,Unduplicated
62074B,1,Unduplicated
62086A,1,Unduplicated
62094B,1,Unduplicated
62095B,1,Unduplicated
62096A,1,Unduplicated
62096B,1,Unduplicated
62097A,1,Unduplicated
62097B,1,Unduplicated
70006,1,Unduplicated
70007,1,Unduplicated
70037L,0,Unduplicated
71028A,0,Unduplicated
71028B,1,Unduplicated
71038,2,Duplicated
71050,1,Unduplicated
71053,2,Duplicated
71101A,1,Unduplicated
71101E,1,Unduplicated
71143,2,Duplicated
71215,1,Unduplicated
71263G,0,Unduplicated
71265,0,Unduplicated
71270,1,Unduplicated
71279,2,Duplicated
71403,1,Unduplicated
71406B,0,Unduplicated
71406C,1,Unduplicated
71409B,0,Unduplicated
71431,0,Unduplicated
71434B,1,Unduplicated
71459,3,Duplicated
71477,4,Duplicated
71495A,1,Unduplicated
71495B,1,Unduplicated
71496A,1,Unduplicated
71496B,1,Unduplicated
71510,1,Unduplicated
72008,1,Unduplicated
72023F,1,Unduplicated
72024HC,0,Unduplicated
72024U,1,Unduplicated
72038B,1,Unduplicated
72038P,2,Duplicated
72045A,0,Unduplicated
72045D,1,Unduplicated
72051S,1,Unduplicated
72083A,1,Unduplicated
72084B,1,Unduplicated
72122,1,Unduplicated
72127,2,Duplicated
72128,1,Unduplicated
72129,1,Unduplicated
72130,1,Unduplicated
72131,1,Unduplicated
72132,1,Unduplicated
72133,1,Unduplicated
72134,1,Unduplicated
72140D,0,Unduplicated
72140E,1,Unduplicated
72140F,2,Duplicated
72225C,2,Duplicated
72225D,2,Duplicated
72226D,0,Unduplicated
72232,2,Duplicated
72234,0,Unduplicated
72267,1,Unduplicated
72331R,0,Unduplicated
72348B,0,Unduplicated
72349B,1,Unduplicated
72349b,1,Unduplicated
72351A,1,Unduplicated
72351B,1,Unduplicated
72351a,1,Unduplicated
72369A,1,Unduplicated
72483,0,Unduplicated
72484,1,Unduplicated
72487,1,Unduplicated
72529W,1,Unduplicated
72529w,1,Unduplicated
72586,3,Duplicated
72598,1,Unduplicated
72606A,1,Unduplicated
72620A,0,Unduplicated
72655C,0,Unduplicated
72671B,0,Unduplicated
72697A,0,Unduplicated
72708,1,Unduplicated
72709,1,Unduplicated
72715,1,Unduplicated
72719,0,Unduplicated
72724,1,Unduplicated
72728,1,Unduplicated
72732,1,Unduplicated
72739B,2,Duplicated
72739C,2,Duplicated
72740A,1,Unduplicated
72740B,1,Unduplicated
72741,2,Duplicated
72748,0,Unduplicated
72750A,3,Duplicated
72750B,2,Duplicated
72750C,1,Unduplicated
72750D,1,Unduplicated
72751A,1,Unduplicated
72751B,1,Unduplicated
72751C,1,Unduplicated
72751D,0,Unduplicated
